selling_price,km_driven,age,make,model,Petrol,Manual
2.95,55000,11,TOYOTA,ETIOS LIVA,1,1
14.99,44000,8,VOLVO,V40 D3,0,0
3,69000,11,MARUTI,WAGON R,1,1
16.5,63000,6,TOYOTA,INNOVA CRYSTA,0,1
6,60000,6,MARUTI,SWIFT DZIRE,0,0
20.9025,4800,7,MERCEDES-BENZ,CLS 250,0,0
20.9025,22000,6,BMW,X1 SDRIVE20D,0,0
5.5,51334,7,HYUNDAI,I20 2015-2017,1,1
2.4,50000,11,HYUNDAI,I10 SPORTZ,1,1
3.45,46613,7,MARUTI,WAGON R,1,1
4,12000,15,DC,AVANTI 2.0,1,1
20.9025,40000,7,MERCEDES-BENZ,GL-CLASS 220D,0,0
4.55,21000,6,HYUNDAI,GRAND I10,0,1
5.85,19000,5,MARUTI,BALENO DELTA,1,1
5.4,41000,8,HYUNDAI,GRAND I10,1,0
4.45,51500,8,TOYOTA,ETIOS CROSS,0,1
2,100000,15,HONDA,CITY 2017-2020,1,1
3.95,49000,9,HONDA,AMAZE S,1,1
5.9,42000,6,HONDA,JAZZ 1.2,1,1
6.8,4000,5,MARUTI,BALENO ZETA,1,1
3.75,45000,7,TOYOTA,ETIOS G,1,1
4.35,21468,7,TOYOTA,ETIOS LIVA,1,1
6.5,40000,5,TATA,TIGOR 1.05,0,1
2.95,85000,10,MARUTI,RITZ VXI,1,1
3.75,29000,9,HYUNDAI,GRAND I10,1,1
4.1,28500,4,MARUTI,EECO CNG,0,1
14.25,82000,9,MERCEDES-BENZ,C-CLASS C,0,0
14.5,34000,5,JEEP,COMPASS 1.4,1,0
8.9,30000,7,HYUNDAI,CRETA 1.6,1,1
6.25,34633,6,HONDA,JAZZ V,1,0
6.95,63452,6,MARUTI,SWIFT DZIRE,0,0
20.9025,34000,6,PORSCHE,MACAN 2013-2019,1,0
3.65,37208,7,MARUTI,WAGON R,0,1
6.75,80000,8,TATA,SAFARI STORME,0,1
5.95,43000,5,HYUNDAI,I20 1.2,1,1
1.2,70000,14,MARUTI,ZEN ESTILO,1,1
4.75,78000,11,HONDA,CITY V,1,0
16.99,65000,8,TOYOTA,CAMRY HYBRID,1,0
10.5,48000,13,MERCEDES-BENZ,E-CLASS E250,1,1
6.5,30000,5,MARUTI,SWIFT AMT,1,0
2.35,42489,11,MARUTI,ALTO K10,1,1
20.9025,26000,5,MERCEDES-BENZ,CLA 200,0,0
5.45,47000,9,HYUNDAI,VERNA 1.6,0,0
1.65,20000,14,HYUNDAI,SANTRO XING,1,1
3.2,56931,8,MARUTI,WAGON R,1,1
5.95,49000,7,SKODA,RAPID 1.5,0,0
1.27,36000,14,HYUNDAI,SANTRO XING,1,1
3.8,60000,9,NISSAN,SUNNY DIESEL,0,1
8.25,64312,7,MAHINDRA,SCORPIO S4,0,1
8.65,73249,5,HYUNDAI,CRETA 1.4,0,1
1.5,190000,12,HYUNDAI,I10 ERA,1,1
3.65,34000,8,MARUTI,CELERIO LXI,1,1
10.99,56000,9,TOYOTA,CAMRY A/T,1,0
3,50000,9,MARUTI,WAGON R,1,1
4.15,10000,4,MARUTI,EECO 5,1,1
5.25,25000,5,VOLKSWAGEN,AMEO 1.0,1,1
7.8,60000,6,MARUTI,VITARA BREZZA,0,1
4.25,52000,8,MARUTI,SWIFT DZIRE,1,1
19.95,87000,7,TOYOTA,CAMRY HYBRID,1,0
4.25,33000,8,MARUTI,WAGON R,1,0
4.75,22000,5,HYUNDAI,GRAND I10,1,1
19.5,32000,7,MERCEDES-BENZ,CLA 200,1,0
8.95,29000,5,MARUTI,VITARA BREZZA,0,0
18.65,4100,4,MG,HECTOR SHARP,1,0
5.9,39000,6,HYUNDAI,I20 PETROL,1,1
14.75,18000,7,TOYOTA,INNOVA CRYSTA,1,1
20.9025,40000,7,BMW,X5 XDRIVE,0,0
3.95,58000,11,MARUTI,ERTIGA VDI,0,1
20.9025,20001,9,MERCEDES-BENZ,S-CLASS S,0,0
1.75,60000,9,FORD,FIGO PETROL,1,1
4.44,60500,8,HONDA,AMAZE S,1,1
12.1,79000,10,AUDI,A4 2.0,0,0
3.52,60000,12,HONDA,CITY 1.5,1,1
1.8,49100,14,HYUNDAI,I10 SPORTZ,1,1
20.9025,29000,6,MERCEDES-BENZ,GLS 2016-2020,0,0
14.8,67000,6,TOYOTA,INNOVA CRYSTA,0,0
2.85,80000,13,HONDA,CIVIC 1.8,1,1
3.6,56000,13,HONDA,CIVIC 1.8,1,1
20.9025,24000,9,VOLVO,XC 90,0,0
1.85,57349,12,FORD,FIGO DIESEL,0,1
2.65,68000,11,HONDA,BRIO S,1,1
6.37,14000,6,MARUTI,BALENO ZETA,1,1
13.25,43000,11,AUDI,A6 2.0,0,0
7.5,58000,6,MARUTI,CIAZ 1.4,1,1
5.25,63000,8,HONDA,CITY I,0,1
5.5,68000,10,CHEVROLET,CRUZE LTZ,0,0
4.75,35000,7,MARUTI,SWIFT DZIRE,1,1
15.75,55000,7,HONDA,CR-V 2.4L,1,0
3.45,53000,11,HYUNDAI,I20 1.2,1,1
20.9025,17000,5,FORD,ENDEAVOUR 2.2,0,0
7.85,32224,5,RENAULT,CAPTUR 1.5,1,1
2,120000,10,HYUNDAI,ACCENT EXECUTIVE,0,1
2.6,47000,9,MARUTI,WAGON R,1,1
11.93,33000,6,TOYOTA,COROLLA ALTIS,0,1
20.9025,46500,5,AUDI,Q3 35,0,0
3.8,55000,5,MARUTI,WAGON R,0,1
3.65,61193,7,MARUTI,WAGON R,1,1
3.85,15000,6,MARUTI,WAGON R,1,1
4.2,30000,4,MARUTI,CELERIO VXI,1,1
2.75,50000,15,HONDA,CITY 1.5,1,1
6.5,90000,8,MAHINDRA,SCORPIO S6,0,1
2.75,64000,11,MARUTI,SWIFT STAR,0,1
10.51,55598,6,HONDA,CITY I-DTEC,0,1
7.8,20000,5,MARUTI,VITARA BREZZA,0,1
5.5,75000,8,HONDA,CITY I,0,1
5.32,73521,8,FORD,ECOSPORT 2015-2021,0,1
3.25,78000,11,MARUTI,SWIFT DZIRE,0,1
3.65,60000,9,HYUNDAI,XCENT 1.2,0,1
2.4,80000,13,HYUNDAI,I10 ERA,1,1
5.56,88000,9,HONDA,CITY I,0,1
8.9,53000,8,TOYOTA,COROLLA ALTIS,1,0
8.25,70000,6,HONDA,CITY I,0,1
20.9025,25500,4,VOLVO,XC90 D5,0,0
17.5,52000,13,MERCEDES-BENZ,S-CLASS S,1,0
9.93,57000,7,MAHINDRA,XUV500 W8,0,1
14.75,12000,4,TATA,HARRIER XT,0,1
12.9,38000,11,MINI,COOPER S,1,0
20.9025,47500,8,BMW,X5 XDRIVE,0,0
4.65,2200,7,MARUTI,CELERIO ZXI,1,0
3.5,55000,10,VOLKSWAGEN,VENTO 1.5,0,1
3.25,29000,9,TATA,ZEST REVOTRON,1,1
3.75,52000,9,HONDA,AMAZE VX,1,1
3.24,65000,10,VOLKSWAGEN,VENTO DIESEL,0,1
8.25,85000,6,HYUNDAI,CRETA 1.4,0,1
2.4,70000,13,MARUTI,SWIFT 1.3,1,1
12.49,45023,6,MAHINDRA,SCORPIO INTELLI,0,1
17.5,75000,6,HONDA,CR V,1,0
20.9025,45000,4,TOYOTA,FORTUNER 2016-2021,0,0
8,36591,6,HONDA,CITY I,1,1
6.75,72000,7,FORD,ECOSPORT 2015-2021,0,1
5.1,55000,9,FORD,ECOSPORT 1.5,1,1
4.25,70931,10,RENAULT,DUSTER 110PS,0,1
5.5,60000,7,HYUNDAI,I20 2015-2017,1,1
2.99,58000,7,MARUTI,WAGON R,1,1
20.9025,36000,6,AUDI,A5 SPORTBACK,0,0
7.6,58500,7,HYUNDAI,CRETA 1.6,0,1
2.99,53000,10,VOLKSWAGEN,POLO DIESEL,0,1
4.25,63000,12,MARUTI,KIZASHI CVT,1,0
5.5,51342,8,MARUTI,ERTIGA VXI,1,1
6.5,39000,6,MARUTI,CIAZ ZDI,0,1
7.35,55000,6,MARUTI,CIAZ VDI,0,1
4.35,45000,7,MARUTI,SWIFT LXI,1,1
1.99,42000,13,FIAT,LINEA T,1,1
4.75,68000,10,HYUNDAI,VERNA 1.6,0,0
5.65,60001,7,MARUTI,BALENO ZETA,1,0
2.95,61000,10,HONDA,BRIO S,1,1
4.25,53000,10,HONDA,AMAZE VX,1,0
8.33,58000,8,HYUNDAI,CRETA 1.6,0,0
2.36,45000,11,MARUTI,WAGON R,1,1
5.5,67000,11,TOYOTA,INNOVA 2.5,0,1
9.5,110000,6,TATA,HEXA XE,0,1
16,36000,5,TOYOTA,INNOVA CRYSTA,0,1
3.9,55000,9,MARUTI,SWIFT VXI,1,1
5.7,18000,5,MARUTI,SWIFT VXI,1,1
3.2,9800,5,MARUTI,ALTO 800,1,1
4,35550,9,TOYOTA,ETIOS LIVA,1,1
9.25,16000,4,HONDA,CITY SV,1,1
6.5,56000,7,MARUTI,CIAZ ZDI,0,1
2.49,30000,10,MARUTI,ALTO K10,1,1
19.25,42000,9,BMW,5 SERIES,0,0
1.85,60000,12,TATA,MANZA AURA,0,1
4.5,45000,7,HONDA,AMAZE S,1,1
2.16,90000,8,MARUTI,ALTO 800,0,1
3.99,50000,10,VOLKSWAGEN,VENTO 1.5,0,1
9,25000,7,MAHINDRA,THAR CRDE,0,1
14.75,7000,8,MERCEDES-BENZ,B CLASS,0,0
5.48,32547,5,HONDA,WR-V I-VTEC,1,1
2.8,46583,7,RENAULT,KWID RXT,1,1
20.9025,24500,8,MINI,5 DOOR,0,0
14.5,54000,6,TOYOTA,INNOVA CRYSTA,0,1
4.5,46000,7,MARUTI,SWIFT VDI,0,1
9.75,44890,7,MAHINDRA,XUV500 AT,0,0
3,120000,9,FIAT,GRANDE PUNTO,0,1
5.04,57700,8,HYUNDAI,I20 ASTA,1,1
8.75,16000,5,VOLKSWAGEN,POLO 2015-2019,1,0
7,46000,7,HONDA,CITY I,0,1
2,52000,11,HYUNDAI,SANTRO XING,1,1
5,84000,9,MAHINDRA,BOLERO 2011-2019,0,1
4.4,38000,11,HYUNDAI,VERNA 1.6,1,1
4.25,46000,8,VOLKSWAGEN,POLO 1.5,0,1
4.25,49753,9,VOLKSWAGEN,POLO 1.5,0,1
3.9,69000,11,HONDA,CITY S,1,1
2.45,75000,15,TOYOTA,COROLLA ALTIS,1,1
5.5,67000,10,MAHINDRA,SCORPIO LX,0,1
7.3,15155,5,MARUTI,BALENO ALPHA,1,0
20.9025,12000,4,TOYOTA,FORTUNER 2016-2021,0,0
3.7,36984,5,HYUNDAI,I20 1.2,1,1
2.34,89103,10,VOLKSWAGEN,POLO DIESEL,0,1
2.25,70000,10,HYUNDAI,I10 MAGNA,1,1
20.9025,37500,11,BENTLEY,CONTINENTAL FLYING,1,0
14.24,66000,10,AUDI,Q3 2.0,0,0
20.9025,37500,5,LAND,ROVER DISCOVERY,0,0
3.5,50000,9,MARUTI,RITZ VDI,0,1
10.99,50000,7,MAHINDRA,XUV500 W10,0,1
14.8,44000,8,VOLVO,V40 D3,0,0
1.85,57000,10,TATA,MANZA AURA,0,1
14.5,71000,6,TOYOTA,COROLLA ALTIS,1,0
13.65,66000,9,MERCEDES-BENZ,C-CLASS C,0,0
5,64609,7,TATA,ZEST AMT,0,0
3.05,40000,8,HYUNDAI,I10 SPORTZ,1,1
4.25,62580,7,HYUNDAI,GRAND I10,0,1
9.55,50000,8,MAHINDRA,XUV500 W10,0,1
14.95,45000,5,MAHINDRA,XUV500 W9,0,0
2.45,52000,8,MARUTI,EECO CNG,0,1
3.96,70000,14,SKODA,SUPERB ELEGANCE,1,0
4.9,22000,4,MARUTI,WAGON R,1,1
5.5,60000,8,HONDA,CITY I,0,1
3,100000,11,MARUTI,SWIFT DZIRE,0,1
2.4,48634,12,MARUTI,SWIFT VXI,1,1
2.6,65000,13,MARUTI,SWIFT DZIRE,1,1
3.35,55000,11,MARUTI,SWIFT DZIRE,1,1
14.99,57000,9,VOLVO,S60 D5,0,0
5.35,24278,6,HYUNDAI,I20 MAGNA,1,1
5.25,47064,5,MARUTI,CELERIO ZXI,1,0
3.25,79000,10,MARUTI,SWIFT VDI,0,1
10.95,26000,4,HYUNDAI,VENUE SX,1,0
3.9,30041,8,MARUTI,SWIFT LXI,1,1
6.5,11000,5,MARUTI,SWIFT DZIRE,1,0
4.95,64000,7,TOYOTA,ETIOS LIVA,1,1
5.25,49000,9,HYUNDAI,I20 ASTA,0,1
2.85,53569,10,MARUTI,SWIFT LDI,0,1
2.45,38000,8,MARUTI,ALTO 800,1,1
11.45,581,3,HYUNDAI,VENUE SX,1,1
4.8,28000,5,HYUNDAI,XCENT 1.2,1,1
4.75,81000,10,HYUNDAI,VERNA 1.6,1,1
5.25,72000,8,FORD,ECOSPORT 2015-2021,0,1
3,50000,13,MARUTI,SWIFT DZIRE,1,1
1.29,63000,14,MARUTI,WAGON R,1,1
17,40000,10,JAGUAR,XF S,0,0
6.5,81645,8,RENAULT,DUSTER 110PS,0,1
5.9,66000,9,MAHINDRA,XUV500 W6,0,1
1.29,67000,15,MARUTI,WAGON R,1,1
4.25,56000,8,MARUTI,SWIFT DZIRE,1,1
12,43464,6,MAHINDRA,XUV500 AT,0,0
5.1,76000,9,SKODA,RAPID 1.5,0,1
5.25,67544,11,SKODA,SUPERB ELEGANCE,0,0
6.75,26600,4,TATA,NEXON 1.5,0,1
14.85,27000,6,TOYOTA,INNOVA CRYSTA,0,1
3.85,72001,9,MARUTI,SWIFT DZIRE,1,1
6.85,79000,7,HONDA,CITY I,1,1
2.55,36390,8,MARUTI,ALTO 800,1,1
8.95,67000,11,MERCEDES-BENZ,E-CLASS E,0,0
8.75,2500,3,TOYOTA,GLANZA V,1,0
4.95,61000,8,HONDA,JAZZ 1.2,1,1
5.15,50000,7,HYUNDAI,XCENT 1.2,1,1
8.48,27000,4,MARUTI,CIAZ 1.4,1,1
5.25,38765,7,MARUTI,SWIFT ZXI,1,1
1.57,70000,10,MARUTI,ALTO 800,1,1
4.15,58327,10,RENAULT,DUSTER 110PS,0,1
9.95,27000,4,HYUNDAI,VENUE SX,1,1
9.99,72000,15,MERCEDES-BENZ,S-CLASS S,1,0
20.9025,107000,9,MERCEDES-BENZ,GL-CLASS 350,0,0
12.85,15000,5,MAHINDRA,SCORPIO S7,0,1
2.49,72300,11,MARUTI,WAGON R,1,1
1.65,97341,14,HYUNDAI,I10 MAGNA,1,1
12.5,60000,11,MERCEDES-BENZ,C-CLASS C,1,0
14.5,68000,6,TOYOTA,INNOVA CRYSTA,0,0
18.5,51000,7,AUDI,A4 35,0,0
5.75,2709,4,RENAULT,TRIBER RXT,1,1
2.75,86000,12,MARUTI,SWIFT DZIRE,0,1
17.5,25000,8,BMW,X1 SDRIVE,0,0
4.55,16249,6,HYUNDAI,GRAND I10,1,1
2.09,62351,11,MARUTI,ALTO K10,1,1
20.9025,70000,9,MERCEDES-BENZ,M-CLASS ML,0,0
3.6,45000,11,NISSAN,SUNNY DIESEL,0,1
4.25,33000,8,HONDA,AMAZE S,1,1
9,15000,4,MARUTI,VITARA BREZZA,0,1
2.75,54000,11,MARUTI,WAGON R,1,1
4.4,59000,9,HONDA,MOBILIO V,0,1
2.85,27282,12,VOLKSWAGEN,POLO PETROL,1,1
6,9000,4,MARUTI,BALENO ALPHA,1,1
8.22,25637,4,TOYOTA,GLANZA G,1,1
5,90000,9,RENAULT,DUSTER 85PS,0,1
3.23,62752,8,FORD,FIGO DIESEL,0,1
2.9,47000,11,HYUNDAI,I10 ERA,1,1
6.75,19000,5,MARUTI,BALENO ALPHA,1,1
8,25000,6,FORD,ECOSPORT 2015-2021,0,1
6.25,29104,6,FORD,ECOSPORT 2015-2021,1,1
6.45,33000,7,MARUTI,CIAZ ZXI,1,1
1.7,53000,13,HYUNDAI,I10 MAGNA,1,1
4.8,101000,9,MARUTI,SWIFT DZIRE,1,1
4.9,68000,8,SKODA,RAPID 1.6,0,1
12.51,43000,10,AUDI,A4 2.0,0,0
3.45,32000,6,MARUTI,EECO CNG,0,1
1.95,58000,15,HONDA,CIVIC 1.8,1,1
8.75,61000,8,MAHINDRA,XUV500 W8,0,1
6.5,49000,8,MARUTI,ERTIGA CNG,0,1
4.15,30000,5,MARUTI,WAGON R,1,1
4.8,30650,5,HYUNDAI,SANTRO MAGNA,0,1
5,40000,5,MARUTI,SWIFT DZIRE,1,1
15.45,24700,6,JEEP,COMPASS 1.4,1,0
2.45,81001,11,TOYOTA,ETIOS G,1,1
3.85,38000,8,HYUNDAI,GRAND I10,1,1
14,150000,8,HYUNDAI,SANTA FE,0,0
2.95,80000,11,SKODA,RAPID 1.6,1,1
6.15,52000,7,MARUTI,ERTIGA VXI,1,1
0.9,34698,15,HYUNDAI,SANTRO XING,1,1
7.1,27000,9,MAHINDRA,THAR CRDE,0,1
2.45,37001,6,DATSUN,REDIGO T,1,1
3.65,75328,9,MARUTI,SWIFT LXI,1,1
2.5,110000,15,TATA,SAFARI 2005-2017,0,1
2.95,49000,5,DATSUN,REDIGO T,1,1
5.9,85000,10,CHEVROLET,CRUZE LTZ,0,0
14.5,70000,6,TOYOTA,INNOVA CRYSTA,0,1
3.5,73000,10,MARUTI,SWIFT VDI,0,1
3.65,11051,5,RENAULT,KWID CLIMBER,1,1
10.25,51000,6,HYUNDAI,CRETA 1.6,0,0
4.25,31000,8,MARUTI,SWIFT VXI,1,1
7.85,68000,6,MARUTI,VITARA BREZZA,0,1
10.5,40000,7,HYUNDAI,CRETA 1.6,0,1
2.75,64845,12,VOLKSWAGEN,POLO PETROL,1,1
5.25,55000,8,HYUNDAI,I20 ACTIVE,1,1
9.9,55000,7,HYUNDAI,CRETA 1.6,0,0
2.95,41000,12,TOYOTA,ETIOS VX,1,1
9.2,22000,4,MARUTI,ERTIGA CNG,0,1
4.85,53546,5,HYUNDAI,GRAND I10,1,1
10.25,9000,4,MARUTI,ERTIGA ZXI,1,0
5.12,99332,8,HYUNDAI,I20 ASTA,0,1
1.35,63000,11,FIAT,PUNTO 1.3,0,1
4.75,80246,8,RENAULT,DUSTER 85PS,0,1
3.9,58000,10,HYUNDAI,VERNA 1.6,0,1
3.5,50000,13,HONDA,CITY 1.5,1,0
3.2,46000,9,MARUTI,WAGON R,1,1
15,52484,4,MAHINDRA,SCORPIO S11,0,1
5.5,95000,7,MAHINDRA,TUV 300,0,1
4.5,62000,7,MARUTI,SWIFT DZIRE,1,1
9.95,13000,3,HYUNDAI,VENUE SX,1,1
8,38000,7,HYUNDAI,CRETA 1.6,1,0
8.85,31000,5,HONDA,CITY 1.5,1,1
3.2,75456,9,HONDA,AMAZE S,0,1
3.65,70000,10,VOLKSWAGEN,POLO DIESEL,0,1
11,170000,10,TOYOTA,FORTUNER 4X2,0,1
5.9,21000,5,MARUTI,BALENO DELTA,1,1
2.85,58000,11,VOLKSWAGEN,VENTO PETROL,1,1
5.75,37000,8,MARUTI,CIAZ VXI,1,1
6.75,90000,9,MAHINDRA,XUV500 W8,0,1
8.15,40600,6,FORD,ECOSPORT 2015-2021,0,1
5.41,65000,7,RENAULT,DUSTER 85PS,0,1
9.25,80000,8,MAHINDRA,XUV500 W10,0,1
4.95,15000,6,HYUNDAI,GRAND I10,1,0
3.35,56000,10,VOLKSWAGEN,VENTO 1.6,1,1
2.45,50000,12,FORD,FIGO PETROL,1,1
20.9025,97000,7,BMW,5 SERIES,0,0
20.9025,8100,4,BMW,5 SERIES,0,0
3.75,75000,8,TATA,ZEST QUADRAJET,0,1
3.15,104000,12,TOYOTA,ETIOS LIVA,1,1
8,50000,11,MAHINDRA,THAR CRDE,0,1
11,34000,12,AUDI,A6 2.7,0,0
20.9025,7500,4,BMW,X4 M,0,0
7.65,29000,8,HONDA,CITY I,1,0
7.25,480000,6,MARUTI,CIAZ ZETA,0,1
20.9025,20000,9,MERCEDES-BENZ,S-CLASS S,0,0
2.5,57000,13,MARUTI,SWIFT LXI,1,1
2.1,76000,7,RENAULT,KWID RXT,1,1
5.95,63000,8,MARUTI,CIAZ VDI,0,1
2.98,60000,9,HYUNDAI,I10 MAGNA,1,1
6.5,68000,10,TOYOTA,INNOVA 2.5,0,1
11.85,54000,10,BMW,1 SERIES,0,0
18.75,42000,9,MERCEDES-BENZ,E-CLASS E250,0,0
11,19500,4,HYUNDAI,VENUE SX,1,0
3.9,70000,9,MARUTI,SWIFT VDI,0,1
6.15,72000,7,FORD,ECOSPORT 2015-2021,0,1
8.35,9500,4,HYUNDAI,VENUE S,1,1
5.98,40000,6,FORD,ECOSPORT 1.5,1,1
19.9,32000,8,AUDI,Q3 35,0,0
7.5,45000,6,MARUTI,VITARA BREZZA,0,1
1.8,70000,10,CHEVROLET,BEAT DIESEL,0,1
7.75,45000,6,MARUTI,ERTIGA CNG,0,1
4.5,22000,8,HONDA,AMAZE S,1,1
5.39,72000,7,HONDA,JAZZ 1.5,0,1
9,65000,8,HYUNDAI,CRETA 1.6,0,0
6.35,24000,5,MARUTI,BALENO ZETA,1,1
9.35,22000,4,MARUTI,ERTIGA ZXI,1,1
3,41000,10,NISSAN,MICRA DIESEL,0,1
3,120000,12,MARUTI,SWIFT ZDI,0,1
6.9,62000,6,MARUTI,VITARA BREZZA,0,1
20.9025,50000,5,FORD,ENDEAVOUR 2.2,0,0
8.25,21000,7,MARUTI,CIAZ AT,1,0
12.95,136000,10,TOYOTA,FORTUNER 4X2,0,0
14.9,56000,9,AUDI,Q3 35,0,0
4.5,90000,9,HYUNDAI,I20 SPORTZ,1,1
5.1,32650,6,HONDA,AMAZE S,1,1
2.75,53000,12,TOYOTA,ETIOS G,1,1
4.9,13447,5,HYUNDAI,SANTRO SPORTZ,1,0
20.9025,16000,6,MERCEDES-BENZ,C-CLASS C,0,0
1.25,75000,15,MARUTI,ALTO LXI,1,1
20.9025,9850,4,BMW,X4 M,0,0
6.99,30000,8,VOLKSWAGEN,POLO GT,1,0
2.9,90000,11,VOLKSWAGEN,VENTO DIESEL,0,1
8.75,8500,7,HYUNDAI,CRETA 1.6,1,1
20.85,58000,10,JAGUAR,XF 2.2,0,0
2,60000,9,MARUTI,ALTO 800,1,1
5.8,90000,8,HONDA,CITY I,0,1
11.75,65000,6,MAHINDRA,XUV500 AT,0,0
20.9025,11000,6,MINI,CLUBMAN COOPER,1,0
18.9,41000,9,BMW,5 SERIES,0,0
7.5,54000,12,MERCEDES-BENZ,C-CLASS C,0,0
3.5,76545,13,HONDA,NEW ACCORD,1,1
20.9025,61498,8,MERCEDES-BENZ,E-CLASS E250,0,0
2.85,71000,8,MARUTI,WAGON R,0,1
3.5,14000,5,MARUTI,ALTO K10,1,1
8.5,18894,5,MARUTI,CIAZ ALPHA,1,0
20.11,48000,10,AUDI,Q7 2006-2020,0,0
7.65,62000,6,MARUTI,CIAZ ZDI,0,1
12.5,55000,11,MERCEDES-BENZ,C-CLASS C,0,0
10.25,10000,6,HONDA,CITY I-VTEC,1,0
7.75,45280,6,MARUTI,ERTIGA VXI,0,1
13.85,17500,4,MAHINDRA,XUV500 W7,0,1
4,110000,12,HYUNDAI,VERNA 1.6,0,1
4.9,62000,9,FORD,ECOSPORT 2015-2021,0,1
2.9,70000,11,MAHINDRA,QUANTO C2,0,1
4.45,33000,8,TOYOTA,ETIOS LIVA,1,1
20.9025,24600,7,MINI,5 DOOR,0,0
5,81000,11,MAHINDRA,SSANGYONG REXTON,0,1
5,199000,12,TOYOTA,INNOVA 2.5,0,1
6.1,70000,9,HYUNDAI,VERNA 1.6,1,1
20.9025,25000,4,JAGUAR,XE 2016-2019,0,0
5.95,32000,6,HYUNDAI,I20 2015-2017,1,1
6.1,61000,7,HONDA,CITY I,1,1
3.5,30000,8,MARUTI,WAGON R,0,1
1.6,82000,9,TATA,VISTA QUADRAJET,0,1
4,52000,7,MAHINDRA,KUV 100,1,1
14.5,26000,8,MERCEDES-BENZ,C-CLASS C,0,0
6.75,45000,13,BMW,3 SERIES,1,0
6.8,22000,4,MARUTI,SWIFT VDI,0,1
9.95,27000,4,HYUNDAI,VENUE SX,1,1
12,25000,5,HYUNDAI,CRETA 1.6,0,1
4.1,20067,5,MARUTI,CELERIO VXI,1,1
7.25,43000,6,HONDA,CITY I,1,1
3.9,60000,6,MARUTI,SWIFT DDIS,0,1
3.38,55000,9,HYUNDAI,GRAND I10,0,1
15.45,37000,7,SKODA,SUPERB STYLE,1,0
20.9025,66000,8,AUDI,Q5 30,0,0
8.75,70599,13,MERCEDES-BENZ,E-CLASS E250,0,0
5.5,108000,12,BMW,3 SERIES,0,0
2.61,52000,10,HYUNDAI,I10 ERA,1,1
20.9025,26000,6,MERCEDES-BENZ,GLE CLASS,0,0
11,36000,9,SKODA,SUPERB ELEGANCE,1,0
7.45,32000,6,HONDA,CITY V,1,1
7.23,260000,14,TOYOTA,FORTUNER 3.0,0,1
18.85,57000,9,AUDI,A6 2.0,0,0
3.75,20000,6,RENAULT,KWID 1.0,1,1
3.85,72354,10,RENAULT,DUSTER 110PS,0,1
2.45,68523,13,HYUNDAI,I20 1.2,1,1
4.5,78000,8,MARUTI,SWIFT VDI,0,1
10.5,70533,8,TOYOTA,COROLLA ALTIS,1,0
20.9025,50000,7,MERCEDES-BENZ,CLA 45,1,0
7.95,35000,6,SKODA,RAPID 1.6,1,0
2.99,43000,9,HONDA,AMAZE S,0,1
2.35,64000,12,HYUNDAI,I10 MAGNA,1,1
6.9,70000,10,TOYOTA,INNOVA 2.5,0,1
6.5,38000,6,MARUTI,CIAZ VDI,0,1
3,70000,11,MARUTI,RITZ LDI,0,1
2.3,51000,14,HYUNDAI,I20 ASTA,1,1
4.35,81000,7,MARUTI,SWIFT LDI,0,1
13.5,48000,8,MERCEDES-BENZ,A-CLASS A180,1,0
6.2,32000,7,MARUTI,BALENO ALPHA,1,1
5.5,21099,4,MARUTI,SWIFT VXI,1,1
3.1,42500,13,VOLKSWAGEN,JETTA 1.6,1,1
9.45,30000,9,SKODA,OCTAVIA ELEGANCE,1,0
1.9,56000,11,NISSAN,MICRA XV,1,1
2.81,60000,9,HONDA,BRIO S,1,1
3.23,25000,8,HYUNDAI,I10 SPORTZ,1,1
12.9,85000,7,ISUZU,D-MAX V-CROSS,0,1
5.25,16881,8,MARUTI,SWIFT DZIRE,1,1
7.9,4000,5,HYUNDAI,I20 1.4,1,0
15.5,22000,9,AUDI,A3 35,0,0
1.9,77000,15,HYUNDAI,VERNA XXI,1,1
20.9025,25000,5,MERCEDES-BENZ,C-CLASS C,0,0
20.9025,65000,6,AUDI,Q3 35,0,0
20.9025,6000,6,MINI,COOPER COUNTRYMAN,1,0
1.8,42000,15,MARUTI,DZIRE VXI,1,1
6.25,45000,6,HYUNDAI,I20 PETROL,1,1
3.25,63000,12,TOYOTA,COROLLA ALTIS,0,1
4,54000,7,HONDA,JAZZ 1.5,0,1
8.25,52000,9,TOYOTA,INNOVA 2.5,0,1
20.9025,70000,10,MERCEDES-BENZ,GL-CLASS 350,0,0
8.4,47000,8,HYUNDAI,CRETA 1.6,1,1
5.8,40000,8,HYUNDAI,VERNA 1.4,1,1
10,26000,4,HYUNDAI,VENUE SX,1,0
2.7,68000,10,HYUNDAI,I10 MAGNA,1,1
20.9025,30000,6,BMW,5 SERIES,0,0
12.75,60000,9,AUDI,A4 2.0,0,0
5.85,68000,7,RENAULT,DUSTER 85PS,0,1
3.35,50000,7,MARUTI,ALTO K10,1,0
5.25,68111,9,FORD,ECOSPORT 1.5,0,1
3.15,86000,9,MARUTI,WAGON R,1,1
3.95,50000,9,MARUTI,SWIFT VDI,0,1
2.5,75000,11,HONDA,BRIO S,1,1
20.9025,82000,11,PORSCHE,CAYENNE DIESEL,0,0
20.9025,52476,7,AUDI,Q7 2006-2020,0,0
2.5,43000,9,HYUNDAI,EON MAGNA,1,1
